symbol,t,date,final_state,final_score,final_band,caps,weakest_lens,agreement_count,why_not_higher,trend,zone,location,regime,extension,false_high_self_flag
AMD,580,2020-04-23,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
AMD,600,2020-05-21,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,Mid,Chop,Severe,False
AMD,620,2020-06-19,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Fresh,Mid,Chop,Severe,False
AMD,640,2020-07-20,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearResistance,Range,Severe,False
AMD,660,2020-08-17,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Clean,Weak,Upper,Chop,Severe,False
AMD,680,2020-09-15,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Severe,False
AMD,700,2020-10-13,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Severe,False
AMD,720,2020-11-10,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,740,2020-12-09,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,Mid,Chop,Severe,False
AMD,760,2021-01-08,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Fresh,NearResistance,Chop,Severe,False
AMD,780,2021-02-08,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,800,2021-03-09,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Lower,Chop,Normal,False
AMD,820,2021-04-07,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Normal,False
AMD,840,2021-05-05,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Lower,Chop,Stretched,False
AMD,860,2021-06-03,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Mixed,Broken,NearSupport,Range,Normal,False
AMD,880,2021-07-01,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Extended,False
AMD,900,2021-07-30,Mixed,50,45-69,broken;extended;severe;agree3,Zone,2,capped by broken (<= 50),Clean,Broken,Upper,Expansion,Severe,False
AMD,920,2021-08-27,Unclear,44,0-44,chop;severe,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,Mid,Chop,Severe,False
AMD,940,2021-09-27,Unclear,40,0-44,broken;chop;contradictory;severe;agree3,Agreement,2,capped by contradictory (<= 40),Mixed,Broken,Mid,Chop,Severe,False
AMD,960,2021-10-25,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,980,2021-11-22,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
AMD,1000,2021-12-21,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,Mid,Chop,Severe,False
AMD,1020,2022-01-20,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Range,Normal,False
AMD,1040,2022-02-17,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
AMD,1060,2022-03-18,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
AMD,1080,2022-04-18,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1100,2022-05-16,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearResistance,Chop,Extended,False
AMD,1120,2022-06-14,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearSupport,Range,Severe,False
AMD,1140,2022-07-14,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,Mid,Chop,Severe,False
AMD,1160,2022-08-11,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Extended,False
AMD,1180,2022-09-09,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Severe,False
AMD,1200,2022-10-07,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1220,2022-11-04,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Fresh,Upper,Chop,Severe,False
AMD,1240,2022-12-05,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,1260,2023-01-04,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Severe,False
AMD,1280,2023-02-02,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Stretched,False
AMD,1300,2023-03-03,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
AMD,1320,2023-03-31,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearResistance,Chop,Severe,False
AMD,1340,2023-05-01,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Extended,False
AMD,1360,2023-05-30,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Severe,False
AMD,1380,2023-06-28,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1400,2023-07-27,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,1420,2023-08-24,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
AMD,1440,2023-09-22,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Range,Normal,False
AMD,1460,2023-10-20,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Range,Normal,False
AMD,1480,2023-11-17,Unclear,40,0-44,broken;contradictory;severe;agree3,Agreement,4,capped by contradictory (<= 40),Clean,Broken,NearSupport,Trend,Severe,False
AMD,1500,2023-12-18,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1520,2024-01-18,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1540,2024-02-15,Unclear,44,0-44,chop;severe,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,NearResistance,Chop,Severe,False
AMD,1560,2024-03-15,Unclear,44,0-44,chop;severe,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,Mid,Chop,Severe,False
AMD,1580,2024-04-15,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearResistance,Range,Extended,False
AMD,1600,2024-05-13,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
AMD,1620,2024-06-11,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearResistance,Chop,Stretched,False
AMD,1640,2024-07-11,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearResistance,Range,Severe,False
AMD,1660,2024-08-08,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Stretched,False
AMD,1680,2024-09-06,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearSupport,Range,Extended,False
AMD,1700,2024-10-04,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Normal,False
AMD,1720,2024-11-01,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Range-bound,Broken,Lower,Range,Extended,False
AMD,1740,2024-12-02,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearSupport,Range,Extended,False
AMD,1760,2024-12-31,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Severe,False
AMD,1780,2025-01-31,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
AMD,1800,2025-03-03,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
AMD,1820,2025-03-31,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Severe,False
AMD,1840,2025-04-29,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Severe,False
AMD,1860,2025-05-28,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Extended,False
AMD,1880,2025-06-26,Mixed,50,45-69,broken;extended;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Extended,False
AMD,1900,2025-07-25,Mixed,50,45-69,broken;severe;agree3,Zone,2,capped by broken (<= 50),Mixed,Broken,Upper,Trend,Severe,False
AMD,1920,2025-08-22,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
AMD,1940,2025-09-22,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,1960,2025-10-20,Mixed,50,45-69,broken;extended;severe;agree3,Zone,2,capped by broken (<= 50),Clean,Broken,Upper,Expansion,Severe,False
AMD,1980,2025-11-17,Unclear,44,0-44,chop;midrange;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,Mid,Chop,Severe,False
AMD,2000,2025-12-16,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,1,capped by chop (<= 44),Weak,Broken,Lower,Chop,Severe,False
AMD,2020,2026-01-15,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Severe,False
AMD,2040,2026-02-13,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Normal,False
AMD,2060,2026-03-16,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
AMD,2080,2026-04-14,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
AMD,2100,2026-05-12,Mixed,50,45-69,extended;severe;weakzone;agree3,Extension,2,capped by severe (<= 50),Clean,Weak,Upper,Expansion,Severe,False
