symbol,t,date,final_state,final_score,final_band,caps,weakest_lens,agreement_count,why_not_higher,trend,zone,location,regime,extension,false_high_self_flag
KO,880,2021-07-01,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Fresh,NearSupport,Chop,Severe,False
KO,900,2021-07-30,Unclear,44,0-44,chop;severe,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,NearResistance,Chop,Severe,False
KO,920,2021-08-27,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearResistance,Range,Severe,False
KO,940,2021-09-27,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Normal,False
KO,960,2021-10-25,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
KO,980,2021-11-22,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Stretched,False
KO,1000,2021-12-21,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Upper,Trend,Severe,False
KO,1020,2022-01-20,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
KO,1040,2022-02-17,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Weak,NearResistance,Chop,Severe,False
KO,1060,2022-03-18,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearResistance,Chop,Extended,False
KO,1080,2022-04-18,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Upper,Trend,Severe,False
KO,1100,2022-05-16,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Weak,NearResistance,Chop,Severe,False
KO,1120,2022-06-14,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearSupport,Trend,Normal,False
KO,1140,2022-07-14,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Stretched,False
KO,1160,2022-08-11,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,Mid,Chop,Stretched,False
KO,1180,2022-09-09,Mixed,50,45-69,broken;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,Lower,Range,Normal,False
KO,1200,2022-10-07,Mixed,50,45-69,broken;severe;agree3,Zone,3,capped by broken (<= 50),Mixed,Broken,NearSupport,Trend,Severe,False
KO,1220,2022-11-04,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Mixed,Broken,NearSupport,Trend,Normal,False
KO,1240,2022-12-05,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Stretched,False
KO,1260,2023-01-04,Unclear,44,0-44,chop;weakzone;agree3,Chop/Regime,4,capped by chop (<= 44),Clean,Weak,NearSupport,Chop,Normal,False
KO,1280,2023-02-02,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
KO,1300,2023-03-03,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
KO,1320,2023-03-31,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Range-bound,Broken,NearSupport,Range,Stretched,False
KO,1340,2023-05-01,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Upper,Trend,Severe,False
KO,1360,2023-05-30,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Mixed,Broken,NearSupport,Trend,Normal,False
KO,1380,2023-06-28,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
KO,1400,2023-07-27,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Stretched,False
KO,1420,2023-08-24,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Normal,False
KO,1440,2023-09-22,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Severe,False
KO,1460,2023-10-20,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,Mid,Trend,Severe,False
KO,1480,2023-11-17,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearResistance,Chop,Stretched,False
KO,1500,2023-12-18,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Upper,Chop,Normal,False
KO,1520,2024-01-18,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Range-bound,Broken,NearSupport,Chop,Stretched,False
KO,1540,2024-02-15,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Mixed,Broken,NearSupport,Range,Normal,False
KO,1560,2024-03-15,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Mixed,Broken,NearSupport,Chop,Stretched,False
KO,1580,2024-04-15,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Mixed,Broken,NearResistance,Range,Normal,False
KO,1600,2024-05-13,Mixed,50,45-69,broken;pricediscovery;severe;agree3,Zone,3,capped by broken (<= 50),Clean,Broken,Above,Trend,Severe,False
KO,1620,2024-06-11,Mixed,50,45-69,severe;weakzone;agree3,Extension,4,capped by severe (<= 50),Clean,Weak,NearResistance,Trend,Severe,False
KO,1640,2024-07-11,Unclear,44,0-44,chop;severe;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Weak,NearResistance,Chop,Severe,False
KO,1660,2024-08-08,Unclear,44,0-44,chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Fresh,Upper,Chop,Severe,False
KO,1680,2024-09-06,Mixed,50,45-69,severe,Extension,5,capped by severe (<= 50),Clean,Tested,Mid,Trend,Severe,False
KO,1700,2024-10-04,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Lower,Trend,Severe,False
KO,1720,2024-11-01,Mixed,50,45-69,broken;agree3,Zone,3,capped by broken (<= 50),Weak,Broken,Lower,Trend,Normal,False
KO,1740,2024-12-02,Mixed,65,45-69,agree3,Agreement,4,capped by agree3 (<= 69),Weak,Fresh,Upper,Trend,Normal,False
KO,1760,2024-12-31,Unclear,44,0-44,chop;agree3,Chop/Regime,4,capped by chop (<= 44),Clean,Fresh,Lower,Chop,Stretched,False
KO,1780,2025-01-31,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,Upper,Chop,Normal,False
KO,1800,2025-03-03,Mixed,50,45-69,broken;pricediscovery;severe;agree3,Zone,2,capped by broken (<= 50),Weak,Broken,Above,Trend,Severe,False
KO,1820,2025-03-31,Unclear,44,0-44,broken;chop;severe;agree3,Chop/Regime,3,capped by chop (<= 44),Clean,Broken,NearResistance,Chop,Severe,False
KO,1840,2025-04-29,Unclear,44,0-44,chop;extended;weakzone;agree3,Chop/Regime,2,capped by chop (<= 44),Mixed,Weak,NearResistance,Chop,Extended,False
KO,1860,2025-05-28,Unclear,40,0-44,broken;contradictory;extended;agree3,Agreement,3,capped by contradictory (<= 40),Mixed,Broken,NearSupport,Range,Extended,False
KO,1880,2025-06-26,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Range-bound,Broken,NearSupport,Range,Stretched,False
KO,1900,2025-07-25,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Range-bound,Broken,NearSupport,Chop,Stretched,False
KO,1920,2025-08-22,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Stretched,False
KO,1940,2025-09-22,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,Lower,Chop,Normal,False
KO,1960,2025-10-20,Mixed,50,45-69,broken;agree3,Zone,5,capped by broken (<= 50),Clean,Broken,NearSupport,Trend,Normal,False
KO,1980,2025-11-17,Mixed,50,45-69,broken;agree3,Zone,4,capped by broken (<= 50),Weak,Broken,NearResistance,Trend,Normal,False
KO,2000,2025-12-16,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,4,capped by chop (<= 44),Clean,Broken,NearSupport,Chop,Normal,False
KO,2020,2026-01-15,Unclear,44,0-44,broken;chop;agree3,Chop/Regime,3,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Normal,False
KO,2040,2026-02-13,Mixed,50,45-69,severe;agree3,Extension,4,capped by severe (<= 50),Clean,Fresh,Upper,Trend,Severe,False
KO,2060,2026-03-16,Mixed,50,45-69,midrange;severe;weakzone;agree3,Extension,4,capped by severe (<= 50),Clean,Weak,Mid,Trend,Severe,False
KO,2080,2026-04-14,Unclear,44,0-44,broken;chop;extended;agree3,Chop/Regime,2,capped by chop (<= 44),Weak,Broken,NearSupport,Chop,Extended,False
KO,2100,2026-05-12,Mixed,50,45-69,broken;severe;agree3,Zone,4,capped by broken (<= 50),Clean,Broken,NearResistance,Trend,Severe,False
